filename,completefilepath,fileextension,created_date_utc,lastmodified_date,filesize,confidentiality_score
task_list_project_epsilon_v1.txt,C:\Users\ProjectManagers_Yearly_Task_Lists/task_list_project_epsilon_v1.txt,txt,2024-03-23 15:15:00,2024-03-23 15:15:00,85KB,0.37
action_items_meeting_summary_yearly.docx,/Users/user/Meetings_Yearly_Action_Items/action_items_meeting_summary_yearly.docx,docx,2024-03-29 10:30:00,2024-03-29 10:30:00,950KB,0.43
bug_report_v1_4_critical_bugs.txt,C:\Users\QA_Team_Yearly_Bug_Reports/bug_report_v1_4_critical_bugs.txt,txt,2024-03-31 17:45:00,2024-03-31 17:45:00,120KB,0.33
test_cases_suite_v5_integration.xlsx,/home/user/QA_Yearly_Test_Cases/test_cases_suite_v5_integration.xlsx,xlsx,2024-03-25 13:00:00,2024-03-25 13:00:00,2MB,0.38
release_notes_v2_4_security_updates.txt,C:\Users\DevTeam_Yearly_Release_Notes/release_notes_v2_4_security_updates.txt,txt,2024-03-27 10:15:00,2024-03-27 10:15:00,130KB,0.30
code_documentation_api_v4.docx,/home/user/DevDocs_Yearly_API_Docs/code_documentation_api_v4.docx,docx,2024-03-29 15:30:00,2024-03-29 15:30:00,1.5MB,0.35
api_specifications_v5_final.pdf,C:\Users\Developers_Yearly_API_Specs/api_specifications_v5_final.pdf,pdf,2024-03-31 11:30:00,2024-03-31 11:30:00,1.7MB,0.40
system_architecture_design_v4.vsd,/home/user/SystemDesign_Yearly_Architecture/system_architecture_design_v4.vsd,vsd,2024-04-02 19:00:00,2024-04-02 19:00:00,3MB,0.45
network_diagram_v5_complete.png,C:\Users\IT_Department_Yearly_Network_Diagrams/network_diagram_v5_complete.png,png,2024-03-24 14:30:00,2024-03-24 14:30:00,900KB,0.37
server_inventory_list_yearly.csv,/home/user/IT_Assets_Yearly_Server_Inventory/server_inventory_list_yearly.csv,csv,2024-03-26 09:45:00,2024-03-26 09:45:00,2.7MB,0.50
software_licenses_2026_new_licenses.xlsx,C:\Users\LicenseAdmin_Yearly_Software_Licenses/software_licenses_2026_new_licenses.xlsx,xlsx,2024-03-28 17:15:00,2024-03-28 17:15:00,4.5MB,0.55
vendor_contracts_2025_final_terms.pdf,/home/user/Legal_Yearly_Contracts/vendor_contracts_2025_final_terms.pdf,pdf,2024-03-30 12:30:00,2024-03-30 12:30:00,2.2MB,0.60
supplier_agreements_current_version4.docx,C:\Users\Procurement_Yearly_Agreements/supplier_agreements_current_version4.docx,docx,2024-04-01 19:45:00,2024-04-01 19:45:00,1.6MB,0.57
purchase_orders_yearly_2024_final.xlsx,/home/user/Finance_Yearly_Purchase_Orders/purchase_orders_yearly_2024_final.xlsx,xlsx,2024-03-23 11:00:00,2024-03-23 11:00:00,4.5MB,0.53
invoices_received_yearly_2024.pdf,C:\Users\AccountsPayable_Yearly_Invoices/invoices_received_yearly_2024.pdf,pdf,2024-03-25 16:15:00,2024-03-25 16:15:00,2.5MB,0.50
expense_reports_yearly_summary_2024.xlsx,/home/user/Finance_Yearly_Expense_Reports/expense_reports_yearly_summary_2024.xlsx,xlsx,2024-03-27 11:30:00,2024-03-27 11:30:00,3MB,0.47
travel_policy_document_2026_v1.pdf,C:\Users\HR_Policies_Yearly_Travel/travel_policy_document_2026_v1.pdf,pdf,2024-03-29 18:30:00,2024-03-29 18:30:00,2MB,0.43
employee_handbook_2026_draft.docx,/home/user/HR_Yearly_Employee_Handbook/employee_handbook_2026_draft.docx,docx,2024-03-31 13:45:00,2024-03-31 13:45:00,3MB,0.40
rand_file_notes_temp.txt,C:\Users\user\Documents\Temp\rand_file_notes_temp.txt,txt,2024-04-01 10:00:00,2024-04-01 10:00:00,10KB,0.1
xyz_project_data_backup.zip,/Users/Shared/Temp_Backup/xyz_project_data_backup.zip,zip,2024-03-15 14:30:00,2024-03-15 14:30:00,50MB,0.2
temp_log_file_debug.log,/home/user/tmp/logs/temp_log_file_debug.log,log,2024-04-05 09:15:00,2024-04-05 09:15:00,2MB,0.05
random_config_settings.ini,C:\Users\Public\Config\random_config_settings.ini,ini,2024-03-20 18:45:00,2024-03-20 18:45:00,5KB,0.15
temp_data_extract.csv,/Users/user/Downloads/TempData/temp_data_extract.csv,csv,2024-04-10 12:30:00,2024-04-10 12:30:00,1MB,0.2
random_script_test.py,C:\Users\user\Documents\Scripts\random_script_test.py,py,2024-03-25 11:20:00,2024-03-25 11:20:00,20KB,0.3
temp_excel_sheet.xlsx,/home/user/Documents/TempSheets/temp_excel_sheet.xlsx,xlsx,2024-04-15 15:45:00,2024-04-15 15:45:00,500KB,0.25
random_image_capture.png,C:\Users\user\Pictures\TempImages\random_image_capture.png,png,2024-04-01 19:00:00,2024-04-01 19:00:00,1MB,0.1
temp_word_doc.docx,/Users/Shared/Documents/TempDocs/temp_word_doc.docx,docx,2024-03-10 08:00:00,2024-03-10 08:00:00,200KB,0.2
random_text_file_notes.txt,/home/user/Documents/RandomNotes/random_text_file_notes.txt,txt,2024-04-20 16:15:00,2024-04-20 16:15:00,5KB,0.1
temp_backup_archive.zip,C:\Users\user\AppData\Local\Temp\BackupArchive\temp_backup_archive.zip,zip,2024-03-05 14:00:00,2024-03-05 14:00:00,10MB,0.05
random_data_dump.sql,/Users/user/Downloads/RandomData/random_data_dump.sql,sql,2024-04-25 17:30:00,2024-04-25 17:30:00,10MB,0.3
temp_config_json.json,/tmp/temp_config_json.json,json,2024-04-01 11:45:00,2024-04-01 11:45:00,2KB,0.01
random_log_output.log,C:\Windows\Temp\RandomLogs\random_log_output.log,log,2024-03-10 09:00:00,2024-03-10 09:00:00,5MB,0.08
temp_spreadsheet_data.csv,/var/tmp/temp_spreadsheet_data.csv,csv,2024-04-30 19:45:00,2024-04-30 19:45:00,2MB,0.12
random_image_file.jpeg,C:\Users\user\Pictures\RandomImages\random_image_file.jpeg,jpeg,2024-04-05 16:00:00,2024-04-05 16:00:00,500KB,0.05
temp_document_draft.docx,/Users/user/Documents/TempDrafts/temp_document_draft.docx,docx,2024-03-15 10:30:00,2024-03-15 10:30:00,300KB,0.15
random_notes_list.txt,/home/user/Documents/TempNotes/random_notes_list.txt,txt,2024-05-01 08:15:00,2024-05-01 08:15:00,3KB,0.02
temp_project_backup.zip,C:\Users\user\Desktop\TempBackup\temp_project_backup.zip,zip,2024-03-20 17:15:00,2024-03-20 17:15:00,20MB,0.1
random_database_export.sql,/Users/user/Downloads/TempDB/random_database_export.sql,sql,2024-05-05 12:30:00,2024-05-05 12:30:00,20MB,0.25
temp_config_ini.ini,/tmp/temp_config_ini.ini,ini,2024-04-02 09:45:00,2024-04-02 09:45:00,3KB,0.03
random_system_log.log,C:\Windows\Temp\RandomSystemLogs\random_system_log.log,log,2024-03-15 11:00:00,2024-03-15 11:00:00,10MB,0.1
temp_data_sheet.csv,/var/tmp/temp_data_sheet.csv,csv,2024-05-10 16:45:00,2024-05-10 16:45:00,3MB,0.15
random_photo_image.jpeg,C:\Users\user\Pictures\RandomPhotos\random_photo_image.jpeg,jpeg,2024-04-10 13:00:00,2024-04-10 13:00:00,600KB,0.08
temp_word_file.docx,/Users/user/Documents/TempWordFiles/temp_word_file.docx,docx,2024-03-20 13:30:00,2024-03-20 13:30:00,400KB,0.2
random_notes_doc.txt,/home/user/Documents/TempDocsNotes/random_notes_doc.txt,txt,2024-05-15 18:00:00,2024-05-15 18:00:00,4KB,0.04
temp_backup_project.zip,C:\Users\user\Desktop\TempProjectBackup\temp_project_backup.zip,zip,2024-03-25 18:30:00,2024-03-25 18:30:00,30MB,0.15
random_db_export.sql,/Users/user/Downloads/TempDBExport/random_db_export.sql,sql,2024-05-20 20:00:00,2024-05-20 20:00:00,30MB,0.3
temp_config_settings.json,/tmp/temp_config_settings.json,json,2024-04-03 10:15:00,2024-04-03 10:15:00,4KB,0.02
random_app_log.log,C:\Windows\Temp\RandomAppLogs\random_app_log.log,log,2024-03-20 14:30:00,2024-03-20 14:30:00,15MB,0.12
temp_spreadsheet.csv,/var/tmp/temp_spreadsheet.csv,csv,2024-05-25 22:00:00,2024-05-25 22:00:00,4MB,0.18
random_pic_file.jpeg,C:\Users\user\Pictures\RandomPicsFiles\random_pic_file.jpeg,jpeg,2024-04-15 17:00:00,2024-04-15 17:00:00,700KB,0.1
temp_word_document.docx,/Users/user/Documents/TempWordDocument/temp_word_document.docx,docx,2024-03-25 13:00:00,2024-03-25 13:00:00,500KB,0.25
random_notes_doc_list.txt,/home/user/Documents/TempDocsNotesList/random_notes_doc_list.txt,txt,2024-05-20 19:30:00,2024-05-20 19:30:00,5KB,0.06
temp_backup_all_data.zip,C:\Users\user\Desktop\TempAllBackup\temp_backup_all_data.zip,zip,2024-03-30 20:30:00,2024-03-30 20:30:00,40MB,0.2
random_db_export_v2.sql,/Users/user/Downloads/TempDBExportV2/random_db_export_v2.sql,sql,2024-05-30 23:00:00,2024-05-30 23:00:00,40MB,0.35
temp_config_settings_v2.json,/tmp/temp_config_settings_v2.json,json,2024-04-04 11:00:00,2024-04-04 11:00:00,5KB,0.03
random_system_app_log.log,C:\Windows\Temp\RandomSystemAppLogs\random_system_app_log.log,log,2024-03-25 15:00:00,2024-03-25 15:00:00,20MB,0.15
temp_data_spreadsheet.csv,/var/tmp/temp_data_spreadsheet.csv,csv,2024-05-31 01:00:00,2024-05-31 01:00:00,5MB,0.2
random_photo_image_v2.jpeg,C:\Users\user\Pictures\RandomPhotoImagesV2\random_photo_image_v2.jpeg,jpeg,2024-04-15 18:00:00,2024-04-15 18:00:00,800KB,0.12
temp_document_v2.docx,/Users/user/Documents/TempDocumentV2/temp_document_v2.docx,docx,2024-03-25 14:00:00,2024-03-25 14:00:00,600KB,0.3
random_notes_list_v2.txt,/home/user/Documents/TempNotesListV2/random_notes_list_v2.txt,txt,2024-05-25 21:00:00,2024-05-25 21:00:00,6KB,0.08
temp_backup_project_v2.zip,C:\Users\user\Desktop\TempProjectBackupV2\temp_backup_project_v2.zip,zip,2024-03-30 21:30:00,2024-03-30 21:30:00,50MB,0.25
random_db_export_final.sql,/Users/user/Downloads/TempDBExportFinal/random_db_export_final.sql,sql,2024-06-01 00:00:00,2024-06-01 00:00:00,50MB,0.4
temp_config_ini_v2.ini,/tmp/temp_config_ini_v2.ini,ini,2024-04-05 11:30:00,2024-04-05 11:30:00,4KB,0.05
random_system_log_v2.log,C:\Windows\Temp\RandomSystemLogsV2\random_system_log_v2.log,log,2024-03-25 16:00:00,2024-03-25 16:00:00,25MB,0.2
temp_data_sheet_v2.csv,/var/tmp/temp_data_sheet_v2.csv,csv,2024-06-05 02:00:00,2024-06-05 02:00:00,6MB,0.25
random_photo_v3.jpeg,C:\Users\user\Pictures\RandomPhotosV3\random_photo_v3.jpeg,jpeg,2024-04-20 19:00:00,2024-04-20 19:00:00,900KB,0.15
temp_word_document_v2.docx,/Users/user/Documents/TempWordDocumentV2/temp_word_document_v2.docx,docx,2024-03-30 15:00:00,2024-03-30 15:00:00,700KB,0.35
random_notes_v3.txt,/home/user/Documents/TempNotesV3/random_notes_v3.txt,txt,2024-05-30 23:30:00,2024-05-30 23:30:00,7KB,0.1
temp_backup_project_final.zip,C:\Users\user\Desktop\TempProjectBackupFinal\temp_backup_project_final.zip,zip,2024-04-05 22:00:00,2024-04-05 22:00:00,60MB,0.3
